prefix,max_len,min_len,usage,comment,tags,translated_comment
5574,11,6,Geographic Area Code,Oberweser,geographic,oberweser
5582,11,6,Geographic Area Code,Sankt Andreasberg,geographic,sankt andreasberg
5583,11,6,Geographic Area Code,Braunlage-Hohegeiss,geographic,braunlage-hohegeiss
5584,11,6,Geographic Area Code,Hattorf am Harz,geographic,hattorf am harz
5585,11,6,Geographic Area Code,Herzberg-Sieber,geographic,herzberg-sieber
5586,11,6,Geographic Area Code,Wieda,geographic,wieda
5592,11,6,Geographic Area Code,Gleichen-Bremke,geographic,gleichen-bremke
5593,11,6,Geographic Area Code,Bovenden-Lenglern,geographic,bovenden-lenglern
5594,11,6,Geographic Area Code,Bovenden-Reyershausen,geographic,bovenden-reyershausen
5601,11,6,Geographic Area Code,Schauenburg,geographic,schauenburg
5602,11,6,Geographic Area Code,Hessisch Lichtenau,geographic,hessisch lichtenau
5603,11,6,Geographic Area Code,Gudensberg,geographic,gudensberg
5604,11,6,Geographic Area Code,Grossalmerode,geographic,grossalmerode
5605,11,6,Geographic Area Code,Kaufungen Hessen,geographic,kaufungen hessen
5606,11,6,Geographic Area Code,Zierenberg,geographic,zierenberg
5607,11,6,Geographic Area Code,Fuldatal,geographic,fuldatal
5608,11,6,Geographic Area Code,Söhrewald,geographic,soehrewald
5609,11,6,Geographic Area Code,Ahnatal,geographic,ahnatal
561,11,6,Geographic Area Code,Kassel,geographic,kassel
5621,11,6,Geographic Area Code,Bad Wildungen,geographic,bad wildungen
5622,11,6,Geographic Area Code,Fritzlar,geographic,fritzlar
5623,11,6,Geographic Area Code,Edertal,geographic,edertal
5624,11,6,Geographic Area Code,Bad Emstal,geographic,bad emstal
5625,11,6,Geographic Area Code,Naumburg Hessen,geographic,naumburg hessen
5626,11,6,Geographic Area Code,Bad Zwesten,geographic,bad zwesten
5631,11,6,Geographic Area Code,Korbach,geographic,korbach
5632,11,6,Geographic Area Code,Willingen Upland,geographic,willingen upland
5633,11,6,Geographic Area Code,Diemelsee,geographic,diemelsee
5634,11,6,Geographic Area Code,Waldeck-Sachsenhausen,geographic,waldeck-sachsenhausen
5635,11,6,Geographic Area Code,Vöhl,geographic,voehl
5636,11,6,Geographic Area Code,Lichtenfels-Goddelsheim,geographic,lichtenfels-goddelsheim
5641,11,6,Geographic Area Code,Warburg,geographic,warburg
5642,11,6,Geographic Area Code,Warburg-Scherfede,geographic,warburg-scherfede
5643,11,6,Geographic Area Code,Borgentreich,geographic,borgentreich
5644,11,6,Geographic Area Code,Willebadessen-Peckelsheim,geographic,willebadessen-peckelsheim
5645,11,6,Geographic Area Code,Borgentreich-Borgholz,geographic,borgentreich-borgholz
5646,11,6,Geographic Area Code,Willebadessen,geographic,willebadessen
5647,11,6,Geographic Area Code,Lichtenau-Kleinenberg,geographic,lichtenau-kleinenberg
5648,11,6,Geographic Area Code,Brakel-Gehrden,geographic,brakel-gehrden
5650,11,6,Geographic Area Code,Cornberg,geographic,cornberg
5651,11,6,Geographic Area Code,Eschwege,geographic,eschwege
5652,11,6,Geographic Area Code,Bad Sooden-Allendorf,geographic,bad sooden-allendorf
5653,11,6,Geographic Area Code,Sontra,geographic,sontra
5654,11,6,Geographic Area Code,Herleshausen,geographic,herleshausen
5655,11,6,Geographic Area Code,Wanfried,geographic,wanfried
5656,11,6,Geographic Area Code,Waldkappel,geographic,waldkappel
5657,11,6,Geographic Area Code,Meissner,geographic,meissner
5658,11,6,Geographic Area Code,Wehretal,geographic,wehretal
5659,11,6,Geographic Area Code,Ringgau,geographic,ringgau
5661,11,6,Geographic Area Code,Melsungen,geographic,melsungen
5662,11,6,Geographic Area Code,Felsberg Hessen,geographic,felsberg hessen
5663,11,6,Geographic Area Code,Spangenberg,geographic,spangenberg
5664,11,6,Geographic Area Code,Morschen,geographic,morschen
5665,11,6,Geographic Area Code,Guxhagen,geographic,guxhagen
5671,11,6,Geographic Area Code,Hofgeismar,geographic,hofgeismar
5672,11,6,Geographic Area Code,Bad Karlshafen,geographic,bad karlshafen
5673,11,6,Geographic Area Code,Immenhausen Hessen,geographic,immenhausen hessen
5674,11,6,Geographic Area Code,Grebenstein,geographic,grebenstein
5675,11,6,Geographic Area Code,Trendelburg,geographic,trendelburg
5676,11,6,Geographic Area Code,Liebenau Hessen,geographic,liebenau hessen
5677,11,6,Geographic Area Code,Calden-Westuffeln,geographic,calden-westuffeln
5681,11,6,Geographic Area Code,Homberg Efze,geographic,homberg efze
5682,11,6,Geographic Area Code,Borken Hessen,geographic,borken hessen
5683,11,6,Geographic Area Code,Wabern Hessen,geographic,wabern hessen
5684,11,6,Geographic Area Code,Frielendorf,geographic,frielendorf
5685,11,6,Geographic Area Code,Knüllwald,geographic,knuellwald
5686,11,6,Geographic Area Code,Schwarzenborn Knüll,geographic,schwarzenborn knuell
5691,11,6,Geographic Area Code,Bad Arolsen,geographic,bad arolsen
5692,11,6,Geographic Area Code,Wolfhagen,geographic,wolfhagen
5693,11,6,Geographic Area Code,Volkmarsen,geographic,volkmarsen
5694,11,6,Geographic Area Code,Diemelstadt,geographic,diemelstadt
5695,11,6,Geographic Area Code,Twistetal,geographic,twistetal
5696,11,6,Geographic Area Code,Bad Arolsen-Landau,geographic,bad arolsen-landau
5702,11,6,Geographic Area Code,Petershagen-Lahde,geographic,petershagen-lahde
5703,11,6,Geographic Area Code,Hille,geographic,hille
5704,11,6,Geographic Area Code,Petershagen-Friedewalde,geographic,petershagen-friedewalde
5705,11,6,Geographic Area Code,Petershagen-Windheim,geographic,petershagen-windheim
5706,11,6,Geographic Area Code,Porta Westfalica,geographic,porta westfalica
5707,11,6,Geographic Area Code,Petershagen Weser,geographic,petershagen weser
571,11,6,Geographic Area Code,Minden Westfalen,geographic,minden westfalen
5721,11,6,Geographic Area Code,Stadthagen,geographic,stadthagen
5722,11,6,Geographic Area Code,Bückeburg,geographic,bueckeburg
5723,11,6,Geographic Area Code,Bad Nenndorf,geographic,bad nenndorf
5724,11,6,Geographic Area Code,Obernkirchen,geographic,obernkirchen
5725,11,6,Geographic Area Code,Lindhorst bei Stadthagen,geographic,lindhorst bei stadthagen
5726,11,6,Geographic Area Code,Wiedensahl,geographic,wiedensahl
5731,11,6,Geographic Area Code,Bad Oeynhausen,geographic,bad oeynhausen
5732,11,6,Geographic Area Code,Löhne,geographic,loehne
5733,11,6,Geographic Area Code,Vlotho,geographic,vlotho
5734,11,6,Geographic Area Code,Bergkirchen Westfalen,geographic,bergkirchen westfalen
5741,11,6,Geographic Area Code,Lübbecke,geographic,luebbecke
5742,11,6,Geographic Area Code,Preussisch Oldendorf,geographic,preussisch oldendorf
5743,11,6,Geographic Area Code,Espelkamp-Gestringen,geographic,espelkamp-gestringen
5744,11,6,Geographic Area Code,Hüllhorst,geographic,huellhorst
5745,11,6,Geographic Area Code,Stemwede-Levern,geographic,stemwede-levern
5746,11,6,Geographic Area Code,Rödinghausen,geographic,roedinghausen
5751,11,6,Geographic Area Code,Rinteln,geographic,rinteln
5752,11,6,Geographic Area Code,Auetal-Hattendorf,geographic,auetal-hattendorf
5753,11,6,Geographic Area Code,Auetal-Bernsen,geographic,auetal-bernsen
5754,11,6,Geographic Area Code,Extertal-Bremke,geographic,extertal-bremke
5755,11,6,Geographic Area Code,Kalletal-Varenholz,geographic,kalletal-varenholz
5761,11,6,Geographic Area Code,Stolzenau,geographic,stolzenau
5763,11,6,Geographic Area Code,Uchte,geographic,uchte
5764,11,6,Geographic Area Code,Steyerberg,geographic,steyerberg
5765,11,6,Geographic Area Code,Raddestorf,geographic,raddestorf
5766,11,6,Geographic Area Code,Rehburg-Loccum,geographic,rehburg-loccum
5767,11,6,Geographic Area Code,Warmsen,geographic,warmsen
5768,11,6,Geographic Area Code,Petershagen-Heimsen,geographic,petershagen-heimsen
5769,11,6,Geographic Area Code,Steyerberg-Voigtei,geographic,steyerberg-voigtei
5771,11,6,Geographic Area Code,Rahden Westfalen,geographic,rahden westfalen
5772,11,6,Geographic Area Code,Espelkamp,geographic,espelkamp
5773,11,6,Geographic Area Code,Stemwede-Wehdem,geographic,stemwede-wehdem
5774,11,6,Geographic Area Code,Wagenfeld-Ströhen,geographic,wagenfeld-stroehen
5775,11,6,Geographic Area Code,Diepenau,geographic,diepenau
5776,11,6,Geographic Area Code,Preussisch Ströhen,geographic,preussisch stroehen
5777,11,6,Geographic Area Code,Diepenau-Essern,geographic,diepenau-essern
5802,11,6,Geographic Area Code,Wrestedt,geographic,wrestedt
5803,11,6,Geographic Area Code,Rosche,geographic,rosche
5804,11,6,Geographic Area Code,Rätzlingen Kreis Uelzen,geographic,raetzlingen kreis uelzen
5805,11,6,Geographic Area Code,Oetzen,geographic,oetzen
5806,11,6,Geographic Area Code,Barum bei Bad Bevensen,geographic,barum bei bad bevensen
5807,11,6,Geographic Area Code,Altenmedingen,geographic,altenmedingen
5808,11,6,Geographic Area Code,Gerdau,geographic,gerdau
581,11,6,Geographic Area Code,Uelzen,geographic,uelzen
5820,11,6,Geographic Area Code,Suhlendorf,geographic,suhlendorf
5821,11,6,Geographic Area Code,Bad Bevensen,geographic,bad bevensen
5822,11,6,Geographic Area Code,Ebstorf,geographic,ebstorf
5823,11,6,Geographic Area Code,Bienenbüttel,geographic,bienenbuettel
5824,11,6,Geographic Area Code,Bad Bodenteich,geographic,bad bodenteich
5825,11,6,Geographic Area Code,Wieren,geographic,wieren
5826,11,6,Geographic Area Code,Suderburg,geographic,suderburg
5827,11,6,Geographic Area Code,Unterlüß,geographic,unterluess
5828,11,6,Geographic Area Code,Himbergen,geographic,himbergen
5829,11,6,Geographic Area Code,Wriedel,geographic,wriedel
5831,11,6,Geographic Area Code,Wittingen,geographic,wittingen
5832,11,6,Geographic Area Code,Hankensbüttel,geographic,hankensbuettel
5833,11,6,Geographic Area Code,Brome,geographic,brome
5834,11,6,Geographic Area Code,Wittingen-Knesebeck,geographic,wittingen-knesebeck
5835,11,6,Geographic Area Code,Wahrenholz,geographic,wahrenholz
5836,11,6,Geographic Area Code,Wittingen-Radenbeck,geographic,wittingen-radenbeck
5837,11,6,Geographic Area Code,Sprakensehl,geographic,sprakensehl
5838,11,6,Geographic Area Code,Gross Oesingen,geographic,gross oesingen
5839,11,6,Geographic Area Code,Wittingen-Ohrdorf,geographic,wittingen-ohrdorf
5840,11,6,Geographic Area Code,Schnackenburg,geographic,schnackenburg
5841,11,6,Geographic Area Code,Lüchow Wendland,geographic,luechow wendland
5842,11,6,Geographic Area Code,Schnega,geographic,schnega
5843,11,6,Geographic Area Code,Wustrow Wendland,geographic,wustrow wendland
5844,11,6,Geographic Area Code,Clenze,geographic,clenze
5845,11,6,Geographic Area Code,Bergen Dumme,geographic,bergen dumme
5846,11,6,Geographic Area Code,Gartow Niedersachsen,geographic,gartow niedersachsen
5848,11,6,Geographic Area Code,Trebel,geographic,trebel
5849,11,6,Geographic Area Code,Waddeweitz,geographic,waddeweitz
5850,11,6,Geographic Area Code,Neetze,geographic,neetze
5851,11,6,Geographic Area Code,Dahlenburg,geographic,dahlenburg
5852,11,6,Geographic Area Code,Bleckede,geographic,bleckede
5853,11,6,Geographic Area Code,Neu Darchau,geographic,neu darchau
5854,11,6,Geographic Area Code,Bleckede-Barskamp,geographic,bleckede-barskamp
5855,11,6,Geographic Area Code,Nahrendorf,geographic,nahrendorf
5857,11,6,Geographic Area Code,Bleckede-Brackede,geographic,bleckede-brackede
5858,11,6,Geographic Area Code,Hitzacker-Wietzetze,geographic,hitzacker-wietzetze
5859,11,6,Geographic Area Code,Thomasburg,geographic,thomasburg
5861,11,6,Geographic Area Code,Dannenberg Elbe,geographic,dannenberg elbe
5862,11,6,Geographic Area Code,Hitzacker Elbe,geographic,hitzacker elbe
5863,11,6,Geographic Area Code,Zernien,geographic,zernien
5864,11,6,Geographic Area Code,Jameln,geographic,jameln
5865,11,6,Geographic Area Code,Gusborn,geographic,gusborn
5872,11,6,Geographic Area Code,Stoetze,geographic,stoetze
5873,11,6,Geographic Area Code,Eimke,geographic,eimke
5874,11,6,Geographic Area Code,Soltendieck,geographic,soltendieck
5875,11,6,Geographic Area Code,Emmendorf,geographic,emmendorf
5882,11,6,Geographic Area Code,Gorleben,geographic,gorleben
5883,11,6,Geographic Area Code,Lemgow,geographic,lemgow
5901,11,6,Geographic Area Code,Fürstenau bei Bramsche,geographic,fuerstenau bei bramsche
5902,11,6,Geographic Area Code,Freren,geographic,freren
5903,11,6,Geographic Area Code,Emsbüren,geographic,emsbueren
5904,11,6,Geographic Area Code,Lengerich Emsl,geographic,lengerich emsl
5905,11,6,Geographic Area Code,Beesten,geographic,beesten
5906,11,6,Geographic Area Code,Lünne,geographic,luenne
5907,11,6,Geographic Area Code,Geeste,geographic,geeste
5908,11,6,Geographic Area Code,Wietmarschen-Lohne,geographic,wietmarschen-lohne
5909,11,6,Geographic Area Code,Wettrup,geographic,wettrup
591,11,6,Geographic Area Code,Lingen (Ems),geographic,lingen (ems)
5921,11,6,Geographic Area Code,Nordhorn,geographic,nordhorn
5922,11,6,Geographic Area Code,Bad Bentheim,geographic,bad bentheim
5923,11,6,Geographic Area Code,Schüttorf,geographic,schuettorf
5924,11,6,Geographic Area Code,Bad Bentheim-Gildehaus,geographic,bad bentheim-gildehaus
5925,11,6,Geographic Area Code,Wietmarschen,geographic,wietmarschen
5926,11,6,Geographic Area Code,Engden,geographic,engden
5931,11,6,Geographic Area Code,Meppen,geographic,meppen
5932,11,6,Geographic Area Code,Haren Ems,geographic,haren ems
5933,11,6,Geographic Area Code,Lathen,geographic,lathen
5934,11,6,Geographic Area Code,Haren-Rütenbrock,geographic,haren-ruetenbrock
5935,11,6,Geographic Area Code,Twist-Schöninghsdorf,geographic,twist-schoeninghsdorf
5936,11,6,Geographic Area Code,Twist,geographic,twist
5937,11,6,Geographic Area Code,Geeste-Gross Hesepe,geographic,geeste-gross hesepe
5939,11,6,Geographic Area Code,Sustrum,geographic,sustrum
5941,11,6,Geographic Area Code,Neuenhaus Dinkel,geographic,neuenhaus dinkel
5942,11,6,Geographic Area Code,Uelsen,geographic,uelsen
5943,11,6,Geographic Area Code,Emlichheim,geographic,emlichheim
5944,11,6,Geographic Area Code,Hoogstede,geographic,hoogstede
5945,11,6,Geographic Area Code,Wilsum,geographic,wilsum
5946,11,6,Geographic Area Code,Georgsdorf,geographic,georgsdorf
5947,11,6,Geographic Area Code,Laar Vechte,geographic,laar vechte
5948,11,6,Geographic Area Code,Itterbeck,geographic,itterbeck
5951,11,6,Geographic Area Code,Werlte,geographic,werlte
5952,11,6,Geographic Area Code,Sögel,geographic,soegel
5953,11,6,Geographic Area Code,Börger,geographic,boerger
5954,11,6,Geographic Area Code,Lorup,geographic,lorup
5955,11,6,Geographic Area Code,Esterwegen,geographic,esterwegen
5956,11,6,Geographic Area Code,Rastdorf,geographic,rastdorf
5957,11,6,Geographic Area Code,Lindern Oldenburg,geographic,lindern oldenburg
5961,11,6,Geographic Area Code,Haselünne,geographic,haseluenne
5962,11,6,Geographic Area Code,Herzlake,geographic,herzlake
5963,11,6,Geographic Area Code,Bawinkel,geographic,bawinkel
5964,11,6,Geographic Area Code,Lähden,geographic,laehden
5965,11,6,Geographic Area Code,Klein Berssen,geographic,klein berssen
5966,11,6,Geographic Area Code,Meppen-Apeldorn,geographic,meppen-apeldorn
5971,11,6,Geographic Area Code,Rheine,geographic,rheine
5973,11,6,Geographic Area Code,Neuenkirchen Kreis Steinfurt,geographic,neuenkirchen kreis steinfurt
5975,11,6,Geographic Area Code,Rheine-Mesum,geographic,rheine-mesum
5976,11,6,Geographic Area Code,Salzbergen,geographic,salzbergen
5977,11,6,Geographic Area Code,Spelle,geographic,spelle
5978,11,6,Geographic Area Code,Hörstel-Dreierwalde,geographic,hoerstel-dreierwalde
6002,11,6,Geographic Area Code,Ober-Mörlen,geographic,ober-moerlen
6003,11,6,Geographic Area Code,Rosbach von der Höhe,geographic,rosbach von der hoehe
6004,11,6,Geographic Area Code,Lich-Eberstadt,geographic,lich-eberstadt
6007,11,6,Geographic Area Code,Rosbach-Rodheim,geographic,rosbach-rodheim
6008,11,6,Geographic Area Code,Echzell,geographic,echzell
6020,11,6,Geographic Area Code,Heigenbrücken,geographic,heigenbruecken
6021,11,6,Geographic Area Code,Aschaffenburg,geographic,aschaffenburg
6022,11,6,Geographic Area Code,Obernburg am Main,geographic,obernburg am main
6023,11,6,Geographic Area Code,Alzenau in Unterfranken,geographic,alzenau in unterfranken
6024,11,6,Geographic Area Code,Schöllkrippen,geographic,schoellkrippen
6026,11,6,Geographic Area Code,Grossostheim,geographic,grossostheim
6027,11,6,Geographic Area Code,Stockstadt am Main,geographic,stockstadt am main
6028,11,6,Geographic Area Code,Sulzbach am Main,geographic,sulzbach am main
6029,11,6,Geographic Area Code,Mömbris,geographic,moembris
6031,11,6,Geographic Area Code,Friedberg Hessen,geographic,friedberg hessen
6032,11,6,Geographic Area Code,Bad Nauheim,geographic,bad nauheim
6033,11,6,Geographic Area Code,Butzbach,geographic,butzbach
6034,11,6,Geographic Area Code,Wöllstadt,geographic,woellstadt
6035,11,6,Geographic Area Code,Reichelsheim Wetterau,geographic,reichelsheim wetterau
6036,11,6,Geographic Area Code,Wölfersheim,geographic,woelfersheim
6039,11,6,Geographic Area Code,Karben,geographic,karben
6041,11,6,Geographic Area Code,Glauburg,geographic,glauburg
6042,11,6,Geographic Area Code,Büdingen Hessen,geographic,buedingen hessen
6043,11,6,Geographic Area Code,Nidda,geographic,nidda
6044,11,6,Geographic Area Code,Schotten Hessen,geographic,schotten hessen
6045,11,6,Geographic Area Code,Gedern,geographic,gedern
6046,11,6,Geographic Area Code,Ortenberg Hessen,geographic,ortenberg hessen
6047,11,6,Geographic Area Code,Altenstadt Hessen,geographic,altenstadt hessen
6048,11,6,Geographic Area Code,Büdingen-Eckartshausen,geographic,buedingen-eckartshausen
6049,11,6,Geographic Area Code,Kefenrod,geographic,kefenrod
6050,11,6,Geographic Area Code,Biebergemünd,geographic,biebergemuend
6051,11,6,Geographic Area Code,Gelnhausen,geographic,gelnhausen
6052,11,6,Geographic Area Code,Bad Orb,geographic,bad orb
6053,11,6,Geographic Area Code,Wächtersbach,geographic,waechtersbach
6054,11,6,Geographic Area Code,Birstein,geographic,birstein
6055,11,6,Geographic Area Code,Freigericht,geographic,freigericht
6056,11,6,Geographic Area Code,Bad Soden-Salmünster,geographic,bad soden-salmuenster
6057,11,6,Geographic Area Code,Flörsbachtal,geographic,floersbachtal
6058,11,6,Geographic Area Code,Gründau,geographic,gruendau
6059,11,6,Geographic Area Code,Jossgrund,geographic,jossgrund
6061,11,6,Geographic Area Code,Michelstadt,geographic,michelstadt
6062,11,6,Geographic Area Code,Erbach Odenwald,geographic,erbach odenwald
6063,11,6,Geographic Area Code,Bad König,geographic,bad koenig
6066,11,6,Geographic Area Code,Michelstadt-Vielbrunn,geographic,michelstadt-vielbrunn
6068,11,6,Geographic Area Code,Beerfelden,geographic,beerfelden
6071,11,6,Geographic Area Code,Dieburg,geographic,dieburg
6073,11,6,Geographic Area Code,Babenhausen Hessen,geographic,babenhausen hessen
6074,11,6,Geographic Area Code,Rödermark,geographic,roedermark
6078,11,6,Geographic Area Code,Gross-Umstadt,geographic,gross-umstadt
6081,11,6,Geographic Area Code,Usingen,geographic,usingen
6082,11,6,Geographic Area Code,Niederreifenberg,geographic,niederreifenberg
6083,11,6,Geographic Area Code,Weilrod,geographic,weilrod
6084,11,6,Geographic Area Code,Schmitten Taunus,geographic,schmitten taunus
6085,11,6,Geographic Area Code,Waldsolms,geographic,waldsolms
6086,11,6,Geographic Area Code,Grävenwiesbach,geographic,graevenwiesbach
6087,11,6,Geographic Area Code,Waldems,geographic,waldems
6092,11,6,Geographic Area Code,Heimbuchenthal,geographic,heimbuchenthal
6093,11,6,Geographic Area Code,Laufach,geographic,laufach
6094,11,6,Geographic Area Code,Weibersbrunn,geographic,weibersbrunn
6095,11,6,Geographic Area Code,Bessenbach,geographic,bessenbach
6096,11,6,Geographic Area Code,Wiesen Unterfranken,geographic,wiesen unterfranken
6101,11,6,Geographic Area Code,Bad Vilbel,geographic,bad vilbel
6102,11,6,Geographic Area Code,Neu-Isenburg,geographic,neu-isenburg
6103,11,6,Geographic Area Code,Langen Hessen,geographic,langen hessen
6104,11,6,Geographic Area Code,Heusenstamm,geographic,heusenstamm
6105,11,6,Geographic Area Code,Mörfelden-Walldorf,geographic,moerfelden-walldorf
6106,11,6,Geographic Area Code,Rodgau,geographic,rodgau
6107,11,6,Geographic Area Code,Kelsterbach,geographic,kelsterbach
6108,11,6,Geographic Area Code,Mühlheim am Main,geographic,muehlheim am main
6109,11,6,Geographic Area Code,Frankfurt-Bergen-Enkheim,geographic,frankfurt-bergen-enkheim
611,11,6,Geographic Area Code,Wiesbaden,geographic,wiesbaden
6120,11,6,Geographic Area Code,Aarbergen,geographic,aarbergen
6122,11,6,Geographic Area Code,Hofheim-Wallau,geographic,hofheim-wallau
6123,11,6,Geographic Area Code,Eltville am Rhein,geographic,eltville am rhein
6124,11,6,Geographic Area Code,Bad Schwalbach,geographic,bad schwalbach
6126,11,6,Geographic Area Code,Idstein,geographic,idstein
6127,11,6,Geographic Area Code,Niedernhausen Taunus,geographic,niedernhausen taunus
6128,11,6,Geographic Area Code,Taunusstein,geographic,taunusstein
6129,11,6,Geographic Area Code,Schlangenbad,geographic,schlangenbad
6130,11,6,Geographic Area Code,Schwabenheim an der Selz,geographic,schwabenheim an der selz
6131,11,6,Geographic Area Code,Mainz,geographic,mainz
6132,11,6,Geographic Area Code,Ingelheim am Rhein,geographic,ingelheim am rhein
6133,11,6,Geographic Area Code,Oppenheim,geographic,oppenheim
6134,11,6,Geographic Area Code,Mainz-Kastel,geographic,mainz-kastel
6135,11,6,Geographic Area Code,Bodenheim Rhein,geographic,bodenheim rhein
6136,11,6,Geographic Area Code,Nieder-Olm,geographic,nieder-olm
6138,11,6,Geographic Area Code,Mommenheim,geographic,mommenheim
6139,11,6,Geographic Area Code,Budenheim,geographic,budenheim
6142,11,6,Geographic Area Code,Rüsselsheim,geographic,ruesselsheim
6144,11,6,Geographic Area Code,Bischofsheim bei Rüsselsheim,geographic,bischofsheim bei ruesselsheim
6145,11,6,Geographic Area Code,Flörsheim am Main,geographic,floersheim am main
6146,11,6,Geographic Area Code,Hochheim am Main,geographic,hochheim am main
6147,11,6,Geographic Area Code,Trebur,geographic,trebur
6150,11,6,Geographic Area Code,Weiterstadt,geographic,weiterstadt
6151,11,6,Geographic Area Code,Darmstadt,geographic,darmstadt
6152,11,6,Geographic Area Code,Gross-Gerau,geographic,gross-gerau
6154,11,6,Geographic Area Code,Ober-Ramstadt,geographic,ober-ramstadt
6155,11,6,Geographic Area Code,Griesheim Hessen,geographic,griesheim hessen
6157,11,6,Geographic Area Code,Pfungstadt,geographic,pfungstadt
6158,11,6,Geographic Area Code,Riedstadt,geographic,riedstadt
6159,11,6,Geographic Area Code,Messel,geographic,messel
6161,11,6,Geographic Area Code,Brensbach,geographic,brensbach
6162,11,6,Geographic Area Code,Reinheim Odenwald,geographic,reinheim odenwald
6163,11,6,Geographic Area Code,Höchst im Odenwald,geographic,hoechst im odenwald
6164,11,6,Geographic Area Code,Reichelsheim Odenwald,geographic,reichelsheim odenwald
6165,11,6,Geographic Area Code,Breuberg,geographic,breuberg
6166,11,6,Geographic Area Code,Fischbachtal,geographic,fischbachtal
6167,11,6,Geographic Area Code,Modautal,geographic,modautal
6171,11,6,Geographic Area Code,Oberursel Taunus,geographic,oberursel taunus
6172,11,6,Geographic Area Code,Bad Homburg von der Höhe,geographic,bad homburg von der hoehe
6173,11,6,Geographic Area Code,Kronberg im Taunus,geographic,kronberg im taunus
6174,11,6,Geographic Area Code,Königstein im Taunus,geographic,koenigstein im taunus
6175,11,6,Geographic Area Code,Friedrichsdorf Taunus,geographic,friedrichsdorf taunus
6181,11,6,Geographic Area Code,Hanau,geographic,hanau
6182,11,6,Geographic Area Code,Seligenstadt,geographic,seligenstadt
6183,11,6,Geographic Area Code,Erlensee,geographic,erlensee
6184,11,6,Geographic Area Code,Langenselbold,geographic,langenselbold
6185,11,6,Geographic Area Code,Hammersbach Hessen,geographic,hammersbach hessen
6186,11,6,Geographic Area Code,Grosskrotzenburg,geographic,grosskrotzenburg
6187,11,6,Geographic Area Code,Schöneck,geographic,schoeneck
6188,11,6,Geographic Area Code,Kahl am Main,geographic,kahl am main
6190,11,6,Geographic Area Code,Hattersheim am Main,geographic,hattersheim am main
6192,11,6,Geographic Area Code,Hofheim am Taunus,geographic,hofheim am taunus
6195,11,6,Geographic Area Code,Kelkheim Taunus,geographic,kelkheim taunus
6196,11,6,Geographic Area Code,Bad Soden am Taunus,geographic,bad soden am taunus
6198,11,6,Geographic Area Code,Eppstein,geographic,eppstein
6201,11,6,Geographic Area Code,Weinheim Bergstr,geographic,weinheim bergstr
6202,11,6,Geographic Area Code,Schwetzingen,geographic,schwetzingen
6203,11,6,Geographic Area Code,Ladenburg,geographic,ladenburg
6204,11,6,Geographic Area Code,Viernheim,geographic,viernheim
6205,11,6,Geographic Area Code,Hockenheim,geographic,hockenheim
6206,11,6,Geographic Area Code,Lampertheim,geographic,lampertheim
6207,11,6,Geographic Area Code,Wald-Michelbach,geographic,wald-michelbach
6209,11,6,Geographic Area Code,Mörlenbach,geographic,moerlenbach
621,11,6,Geographic Area Code,Mannheim,geographic,mannheim
6220,11,6,Geographic Area Code,Wilhelmsfeld,geographic,wilhelmsfeld
6221,11,6,Geographic Area Code,Heidelberg,geographic,heidelberg
6222,11,6,Geographic Area Code,Wiesloch,geographic,wiesloch
6223,11,6,Geographic Area Code,Neckargemünd,geographic,neckargemuend
6224,11,6,Geographic Area Code,Sandhausen Baden,geographic,sandhausen baden
6226,11,6,Geographic Area Code,Meckesheim,geographic,meckesheim
6227,11,6,Geographic Area Code,Walldorf Baden,geographic,walldorf baden
6228,11,6,Geographic Area Code,Schönau Odenwald,geographic,schoenau odenwald
6229,11,6,Geographic Area Code,Neckarsteinach,geographic,neckarsteinach
6231,11,6,Geographic Area Code,Hochdorf-Assenheim,geographic,hochdorf-assenheim
6232,11,6,Geographic Area Code,Speyer,geographic,speyer
6233,11,6,Geographic Area Code,Frankenthal Pfalz,geographic,frankenthal pfalz
6234,11,6,Geographic Area Code,Mutterstadt,geographic,mutterstadt
6235,11,6,Geographic Area Code,Schifferstadt,geographic,schifferstadt
6236,11,6,Geographic Area Code,Neuhofen Pfalz,geographic,neuhofen pfalz
6237,11,6,Geographic Area Code,Maxdorf,geographic,maxdorf
6238,11,6,Geographic Area Code,Dirmstein,geographic,dirmstein
6239,11,6,Geographic Area Code,Bobenheim-Roxheim,geographic,bobenheim-roxheim
6241,11,6,Geographic Area Code,Worms,geographic,worms
6242,11,6,Geographic Area Code,Osthofen,geographic,osthofen
6243,11,6,Geographic Area Code,Monsheim,geographic,monsheim
6244,11,6,Geographic Area Code,Westhofen Rheinhessenen,geographic,westhofen rheinhessenen
6245,11,6,Geographic Area Code,Biblis,geographic,biblis
6246,11,6,Geographic Area Code,Eich Rheinhessen,geographic,eich rheinhessen
6247,11,6,Geographic Area Code,Worms-Pfeddersheim,geographic,worms-pfeddersheim
6249,11,6,Geographic Area Code,Guntersblum,geographic,guntersblum
6251,11,6,Geographic Area Code,Bensheim,geographic,bensheim
6252,11,6,Geographic Area Code,Heppenheim Bergstraße,geographic,heppenheim bergstrasse
6253,11,6,Geographic Area Code,Fürth Odenwald,geographic,fuerth odenwald
6254,11,6,Geographic Area Code,Lautertal Odenwald,geographic,lautertal odenwald
6255,11,6,Geographic Area Code,Lindenfels,geographic,lindenfels
6256,11,6,Geographic Area Code,Lampertheim-Hüttenfeld,geographic,lampertheim-huettenfeld
